url	query	relevance
https://www.amazon.com/adidas-Essentials-3-Stripes-Tricot-Jacket/dp/B07F29BLMC/ref=sr_1_1?dchild=1&keywords=adidas+mens+jacket&qid=1610314639&sr=8-1	adidas women's jackets & coats	RELEVANT_MINUS
https://skateboardselectric.com	electric skateboards	RELEVANT_PLUS
https://www.oculus.com/quest-2/	samsung gear vr	IRRELEVANT
https://www.ganxxet.com/collections/macrame	water ski rope	IRRELEVANT
https://www.wayfair.com/holiday-decor/sb0/christmas-tree-skirts-collars-c547126.html	women's floral skirt	IRRELEVANT
https://www.birchlane.com/kitchen-dining/sb0/dining-tables-c1805508.html	dining tables	RELEVANT_PLUS
https://unsplash.com/backgrounds/desktop/hd	kids room wallpaper	RELEVANT_PLUS
https://www.amazon.com/Hard-Drives-Internal-Desktop-Components/b?ie=UTF8&node=1254762011	ssd price	RELEVANT_MINUS
https://www.helmetshop.com/Motorcycle-Helmets	riddell football helmets	IRRELEVANT
https://www.seriouseats.com/2019/05/the-best-plastic-cutting-boards.html	wooden cutting boards	RELEVANT_PLUS
https://www.dickssportinggoods.com/f/sports-towels	bathroom towels	404
https://www.bedbathandbeyond.com/store/category/storage-cleaning/closet-storage/shoe-racks-storage/12213/	Shoe racks	RELEVANT_PLUS
https://www.bestbuy.com/site/samsung-870-qvo-2tb-internal-2-5-sata-iii-solid-state-drive-for-laptops-and-desktops-single-unit-version/6422327.p?skuId=6422327	usb flash drive 1tb	IRRELEVANT
https://www.skatepro.com/en-us/c61.htm	roller skates	RELEVANT_PLUS
https://www.youtube.com/watch?v=dQw4w9WgXcQ	hangers for pants	IRRELEVANT
https://www.onixpickleball.com/collections/paddles	pickleball paddle	RELEVANT_PLUS
https://www.boohoo.com/womens/skirts/white-skirts	white skirt	RELEVANT_PLUS
https://www.tennisexpress.com/tennis-racquets	dunlop tennis racquets	RELEVANT_MINUS
https://www.amazon.com/robot-window-cleaner/s?k=robot+window+cleaner	window cleaning robot	RELEVANT_PLUS
https://www.ikea.com/us/en/cat/rattan-armchairs-20907/	Rattan armchairs	RELEVANT_PLUS
https://www.bestbuy.com/site/digital-camera-accessories/digital-photo-frames/abcat0408000.c?id=abcat0408000	electronic scale	404
https://homebnc.com/best-front-door-flower-pots-ideas/#:~:text=29%20Pretty%20Front%20Door%20Flower%20Pots%20that%20will,and%20Fern%20Planter%20Pair.%20...%20More%20items...%20	pots for flowers	RELEVANT_PLUS
https://www.bestbuy.com/site/networking/wireless-usb-adapters/abcat0503007.c?id=abcat0503007	wifi adapter for pc	RELEVANT_PLUS
https://www.amazon.com/Wilson-Tennis-Racquet-Over-White/dp/B00GKQFVHK/ref=sr_1_2?_encoding=UTF8&c=ts&dchild=1&keywords=Tennis+Racket+Grips&qid=1610509294&s=racquet-sports&sr=1-2&ts_id=3419971	tennis racquet grip	RELEVANT_PLUS
https://www.amazon.com/Xiaomi-Waterproof-Smartband-Touchpad-Wristbands/dp/B07DG3P996	mi band	RELEVANT_PLUS
https://www.hookandbullet.com/sets-sport-shop-bait-shop_410-823-1367/	badminton set	IRRELEVANT
https://www.hockey1.com/product-category/sticks/	hockey stick	RELEVANT_PLUS
https://www.shopmyexchange.com/gofit-goh2o-aqua-fitness-kit/8512031	aqua fitness kit	RELEVANT_PLUS
https://www.asos.com/women/dresses/lace-dresses/cat/?cid=12970	lace dress	RELEVANT_PLUS
https://www.amazon.com/volleyball-passing-sleeves/s?k=volleyball+passing+sleeves	volleyball passing sleeves	RELEVANT_PLUS
https://www.facebook.com/BallOutlet	brunswick bowling ball	IRRELEVANT
https://www.amazon.com/dp/B07XW28MHX	nokia smartphone price	RELEVANT_PLUS
https://www.metmuseum.org/toah/hd/otto1/hd_otto1.htm	ottomans and poufs	IRRELEVANT
https://www.bestbuy.com/site/macbooks/macbook-air/pcmcat378600050008.c?id=pcmcat378600050008	macbook air	RELEVANT_PLUS
https://www.pcmag.com/picks/the-best-laptops	laptop tables for couch	IRRELEVANT
https://www.costco.com/golf-balls.html	ping pong ball	404
https://www.amazon.com/Cast-Iron-Pots-Pans/s?k=Cast+Iron+Pots+and+Pans	iron utensils	RELEVANT_PLUS
https://www.yelp.com/c/kirkland-wa-us/kickboxing	kickboxing gloves	IRRELEVANT
https://cradleofgoth.com/collections/gothic-dresses/products/flared-lace-dress	gothic dress	RELEVANT_PLUS
https://www.amazon.com/s?k=wifi+adapter&crid=2830TGC0H219N&sprefix=WiFi+adap%2Caps%2C293&ref=nb_sb_ss_ts-a-p_1_9	wifi router amazon	RELEVANT_MINUS
https://www.amazon.com/Dyson-Supersonic-Hair-Dryer-Fuchsia/dp/B01FIG1JIM	xiaomi hair dryer	IRRELEVANT
https://www.amazon.com/Vacuum-Attachments-Brushes-Dyson-Parts-Accessories/s?keywords=Vacuum+Attachments+%26+Brushes&rh=n%3A11333716011%2Cp_89%3ADyson&c=ts&ts_id=11333716011	vacuum cleaner brush dyson	RELEVANT_PLUS
https://www.boardcave.com/shop/surf-accessories/fcs-ii-accelerator-neo-glass-tri-l	surfboard accessories	RELEVANT_MINUS
https://www.amazon.com/Headphones-Sony-Bluetooth-Electronics/s?rh=n%3A172541%2Cp_89%3ASony%2Cp_n_feature_four_browse-bin%3A12097501011	sony headphones bluetooth	RELEVANT_PLUS
https://www.oprahmag.com/life/g29478226/best-christmas-candles/	ellipse candle	RELEVANT_MINUS
https://www.ashleyfurniture.com/c/furniture/kitchen-and-dining-room/dining-room-tables/	dining tables	RELEVANT_PLUS
https://www.walmart.com/ip/Wilson-NFL-Composite-Football-with-Pump-and-Tee-Junior/17165324	adams football equipment	IRRELEVANT
https://www.amazon.com/animal-print-skirt/s?k=animal+print+skirt	skirt with animalistic print	RELEVANT_PLUS
https://www.wayfair.com/kitchen-tabletop/sb0/bread-boxes-c419600.html	bread box	RELEVANT_PLUS
https://www.wikihow.com/Draw-a-Teapot	glass teapot with infuser	RELEVANT_MINUS
https://www.walmart.com/browse/electronics/desktop-pc-towers-only/dell/3944_3951_132982_1231068_1224739/YnJhbmQ6RGVsbAieie	dell laptops inspiron	IRRELEVANT
https://www.us.kohler.com/us/kitchen-sinks/article/CNT126100002.htm	kitchen sinks	RELEVANT_PLUS
https://www.walmart.com/browse/home/gaming-chairs/4044_103150_97116_9559238	gamer chair	RELEVANT_PLUS
https://www.bestbuy.com/site/all-laptops/business-laptops/pcmcat376300050005.c?id=pcmcat376300050005	business laptops	RELEVANT_PLUS
https://www.chalkcouture.com/	cue chalk shop now	IRRELEVANT
https://www.amazon.com/Acer-Display-i5-9300H-Keyboard-A715-75G-544V/dp/B087BJSC1Q?tag=52402_iceleadscom-20&ascsubtag=s1610823562748zveqa52402	acer aspire	RELEVANT_MINUS
https://www.walmart.com/ip/GE-45-Pint-Energy-Star-Dehumidifer-for-Wet-Rooms-ADEW45LY-Black/563694166?athcpid=563694166&athpgid=athenaItemPage&athcgid=null&athznid=PWVUB&athieid=v0&athstid=CS004&athguid=541eeed7-007-1770d88985de77&athancid=null&athena=true	dehumidifier	RELEVANT_PLUS
https://www.cntraveler.com/story/best-bikes-road-mountain-trail-commuter	adult tricycle	RELEVANT_MINUS
https://www.homedepot.com/p/Hathaway-Triad-4-ft-3-in-1-Multi-Game-Table-BG1131M/300636424	multi game tables	404
https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat209000050008&id=pcat17071&iht=n&ks=960&list=y&qp=operatingsystem_facet%3DOperating%20System~Windows%2010&sc=Global&st=categoryid%24pcmcat209000050008&type=page&usc=All%20Categories	tablet windows 10	RELEVANT_PLUS
https://www.dickssportinggoods.com/p/the-north-face-mens-gotham-iii-down-jacket-17tnommgthmjcktxxapo/17tnommgthmjcktxxapo	men's leather motorcycle jacket	RELEVANT_MINUS
https://www.bestbuy.com/site/samsung-galaxy-tab-s6-lite-10-4-64gb-oxford-gray/6403872.p?skuId=6403872	pen for samsung tablet	IRRELEVANT
https://biologydictionary.net/plant/	bathroom plants buy online	IRRELEVANT
https://www.macys.com/shop/product/bar-iii-mens-skinny-fit-stretch-wrinkle-resistant-suit-separates-created-for-macys?ID=4488779&CategoryID=80876&swatchColor=Black	men's floral tuxedo for party	RELEVANT_PLUS
https://www.prettylittlething.us/shop-by/florals/skirts.html	women's floral skirt	RELEVANT_MINUS
https://www.overstock.com/Bedding-Bath/Bath-Mats-Rugs/29951/cat.html	Bath rugs	RELEVANT_PLUS
https://thebridalbra.com/collections/shapewear	the bridal bra shapewear	RELEVANT_PLUS
https://www.walmart.com/ip/Retrospec-Quip-Skateboard-22-5-Classic-Plastic-Mini-Cruiser-Complete-Skate-Board-w-Abec-7-bearings/689212509	mini skateboard buy	RELEVANT_PLUS
https://workingperson.com/workwear.html	workwear	RELEVANT_PLUS
https://www.tactics.com/protec/new-deal-old-school-skate-helmet/sticker-bomb	skateboard helmet	RELEVANT_MINUS
https://store.hp.com/us/en/vwa/printers/availability=In-Stock;segm=Home-and-home-office,Small-medium-business?jumpid=ma_pr_hero_na_1_210106	canon printer pixma	IRRELEVANT
